text,name
 Why,Pulak
 a lil  birdie,Ishnoor Singh
 ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Ishnoor Singh
 How lil a birdie,Pulak
 pretty big,Ishnoor Singh
 not too small,Ishnoor Singh
 Thatâ€™s what she said,Pulak
 sure,Ishnoor Singh
 bruh,Ishnoor Singh
 ik everuthing that happens with you,Ishnoor Singh
 soooâ€¦.,Ishnoor Singh
 lets not even,Ishnoor Singh
 Uhhhh,Pulak
 Okay?,Pulak
 Good for youðŸ˜‚ðŸ˜‚,Pulak
 lol,Ishnoor Singh
 call karooon?,Ishnoor Singh
 Kal? Midterm tom,Pulak
 umm kal night may be night out,Ishnoor Singh
 lets see,Ishnoor Singh
 I can text for a while,Pulak
 mid term? bith?,Ishnoor Singh
 Yeah,Pulak
 isn't it  like just a week left?,Ishnoor Singh
 Had one today too,Pulak
 Yep,Pulak
 how tf?,Ishnoor Singh
 Idk man but thatâ€™s just how it is,Pulak
 <Media omitted>,Ishnoor Singh
 Yeet!,Ishnoor Singh
 Itâ€™s like theyâ€™re testing just the final third of class material,Pulak
 Before everything together,Pulak
 Might have to raise the volume,Ishnoor Singh
 They never test it,Ishnoor Singh
 Wtf,Pulak
 Was that,Pulak
 Did somebody punch you in a sensitive spot or something,Pulak
 I mean,Pulak
 Well,Pulak
 <Media omitted>,Ishnoor Singh
 Bwahahahahhaha,Pulak
 Yeah might as well,Pulak
 <Media omitted>,Ishnoor Singh
 Exactly,Pulak
 Good boy,Pulak
 <Media omitted>,Ishnoor Singh
 Why can I imagine your eyes popping,Pulak
 You've been threatened and trained well,Ishnoor Singh
 Hey what's up?,Ishnoor Singh
 Yo,Pulak
 Sup?,Ishnoor Singh
 Shouldnt you be asleep?  Exam tomorrow and all?,Ishnoor Singh
 Nah,Pulak
 Iâ€™ll be fine,Pulak
 Studying?,Ishnoor Singh
 Iâ€™ll sleep in a bit,Pulak
 Yeah,Pulak
 Ok bro,Ishnoor Singh
 Multitasking limo,Pulak
 Hmm...,Ishnoor Singh
 Lmao,Pulak
 Hmm,Ishnoor Singh
 You tell,Pulak
 How many finals do you have,Pulak
 Just chatting,Ishnoor Singh
 Two,Ishnoor Singh
 Pulak,Ishnoor Singh
 Talk to me,Ishnoor Singh
 What happened?,Ishnoor Singh
 You know what what I'm talking about,Ishnoor Singh
" You're my brother, I got your back... talk to me",Ishnoor Singh
 Hey man... say something pl,Ishnoor Singh
 Yeah bro what happened,Pulak
 Wait what do you know,Pulak
 You tell me pl,Ishnoor Singh
 Speak honestly,Ishnoor Singh
 No wait,Pulak
 This is important,Pulak
 What do you know,Pulak
 What happened?,Ishnoor Singh
 You tell me that,Ishnoor Singh
 Pl pulak,Ishnoor Singh
 Talk to me brother,Ishnoor Singh
 Bro dw Iâ€™ve got this,Pulak
 Got what?,Ishnoor Singh
 What happened? Just tell me that,Ishnoor Singh
 Iâ€™ll fill you in in a bit,Pulak
 But I need to know what you know first,Pulak
 You guys are having one he'll of a fight for sure,Ishnoor Singh
 Uhhh what did she tell you,Pulak
 Idk what's going on Pulak,Ishnoor Singh
 You have to tell me that,Ishnoor Singh
 Brother... pl talk to me,Ishnoor Singh
 Hey bro...,Ishnoor Singh
 How're you?,Ishnoor Singh
 Can I call you? Pl?,Ishnoor Singh
 Wait a min bro dw,Pulak
 Iâ€™m talking to her,Pulak
 I'll...,Ishnoor Singh
 Take your time,Ishnoor Singh
 Iâ€™m trying to figure things out,Pulak
 Anything I can do?,Ishnoor Singh
 Dw about me,Pulak
 Hey,Ishnoor Singh
 I still need to talk to you,Ishnoor Singh
 Cause I need to,Ishnoor Singh
 Ok?!,Ishnoor Singh
 You've to report to me brother,Ishnoor Singh
 I will,Pulak
 I trust you my man!,Ishnoor Singh
 Yeah I will do,Pulak
 Whatâ€™s she saying,Pulak
 She's not happy bro...,Ishnoor Singh
 Well I'm blocked,Ishnoor Singh
 Wtf,Pulak
 How're you doing?,Ishnoor Singh
 Bro call me if possible,Ishnoor Singh
 Wtf,Pulak
 Okay Iâ€™m gonna go talk to her,Pulak
 Gonna go?,Ishnoor Singh
 Go matlab?,Ishnoor Singh
 Call her,Pulak
 Hmm... try bro,Ishnoor Singh
 Tell me how that goes,Ishnoor Singh
 I'm right here with you,Ishnoor Singh
 I'm not gonna sleep till you do,Ishnoor Singh
 Hi,Ishnoor Singh
 I hope you're on that call bro,Ishnoor Singh
 Iâ€™m trying to talk to her,Pulak
 And?,Ishnoor Singh
 Give me some time,Pulak
 Ok bro,Ishnoor Singh
 I'm right here,Ishnoor Singh
 Talk to me whenever,Ishnoor Singh
 I'm waiting,Ishnoor Singh
 Idk man,Pulak
 Idt it worked,Pulak
 She didnâ€™t pick up but we texted a little but then she blocked me again,Pulak
 I donâ€™t even know how the fight started man,Pulak
 Umm... ok...,Ishnoor Singh
 you said some stuff right?,Ishnoor Singh
 We both said things,Pulak
 And I,Pulak
 Said too much,Pulak
 Ok...,Ishnoor Singh
 I didnâ€™t mean any of it....,Pulak
 I think so too...,Ishnoor Singh
 Wanna talk?,Ishnoor Singh
 It wasnâ€™t supposed to,Pulak
 Ik... dw,Ishnoor Singh
 Bro?,Ishnoor Singh
 I took it too fucking far,Pulak
 Ik... but that's done... nets focus on the future,Ishnoor Singh
 Sheâ€™s really hurt,Pulak
 Yeah... again... true,Ishnoor Singh
 I canâ€™t,Pulak
 Itâ€™s,Pulak
 How're you doing?,Ishnoor Singh
 Wait,Pulak
 Stay in the room dw... I can text,Ishnoor Singh
 Okay cool,Pulak
 Iâ€™ve got to make it up to her,Pulak
 Sorries arenâ€™t gonna cut it,Pulak
 Yeah... she's not fine bro...,Ishnoor Singh
 But... rn,Ishnoor Singh
 She needs to know none of what I said is try,Pulak
 More importantly,Ishnoor Singh
 How're you?,Ishnoor Singh
 Youve a paper tomorrow...  what time is it?,Ishnoor Singh
 Evening,Pulak
 But hw assignment too,Pulak
 Forget those,Pulak
 That's good... prepped?,Ishnoor Singh
 Iâ€™ll do them tomorrow,Pulak
 Yeah,Pulak
 Are you sure?,Ishnoor Singh
 Yeah,Pulak
 This is more imp,Pulak
 Ok... what time do you wanna sleep,Ishnoor Singh
 Is she asleep?,Ishnoor Singh
 No,Pulak
 Idts,Pulak
 Blocked or unblocked?,Ishnoor Singh
 Blocked,Pulak
 But Iâ€™m text spamming,Pulak
 She relied once,Pulak
 Ok...,Ishnoor Singh
 Saying what?,Ishnoor Singh
 Itâ€™s along the lines of donâ€™t lie,Pulak
 Hmm...,Ishnoor Singh
 Ok...,Ishnoor Singh
 You'll have to do something to make her believe,Ishnoor Singh
 Idk the answer there,Ishnoor Singh
 But I'm stayin up with u,Ishnoor Singh
 If that helps,Ishnoor Singh
 What'd she say bro? What happened there?,Ishnoor Singh
 If you wanna tell?,Ishnoor Singh
 No donâ€™t worry bro,Pulak
 Hey,Ishnoor Singh
 I have to... these are my idiots,Ishnoor Singh
 I take my possession srsly,Ishnoor Singh
 No donâ€™t worry I got this covered,Pulak
 Yeah,Ishnoor Singh
 But how're you doing?,Ishnoor Singh
 Iâ€™ll,Pulak
,#VALUE!
 Iâ€™m doing fine,Pulak
 Good... that you have to do,Ishnoor Singh
 Feeling really concerned and really bad,Pulak
 I understand... it'll be fine... you're good at sucking up,Ishnoor Singh
 Dw,Ishnoor Singh
 I got your back when I get unblocked,Ishnoor Singh
 Pulak... you've an exam tomorrow,Ishnoor Singh
 It's nearly 4,Ishnoor Singh
 Time to sleep,Ishnoor Singh
 Nah,Pulak
 Go,Ishnoor Singh
 Bro...,Ishnoor Singh
 No,Pulak
 She'll understand,Ishnoor Singh
 Pulak...,Ishnoor Singh
 Bro...,Ishnoor Singh
 It'll be fine,Ishnoor Singh
 I promise,Ishnoor Singh
 Bro,Pulak
 Itâ€™s fine,Pulak
 I'll make sure you get it back,Ishnoor Singh
 You've to sleep,Ishnoor Singh
 She'll come back,Ishnoor Singh
 For sure,Ishnoor Singh
 Sleep a few hours,Ishnoor Singh
 It won't mess up anything,Ishnoor Singh
 Bro...,Ishnoor Singh
 You need to sleep,Ishnoor Singh
 It'll help you better handle this only,Ishnoor Singh
" Hey, mate!",Ishnoor Singh
 Ik how you feel,Ishnoor Singh
 I get it,Ishnoor Singh
 But you've to understand... a few hours of sleep rn is important,Ishnoor Singh
 For this,Ishnoor Singh
 Ok!?,Ishnoor Singh
 Bro...,Ishnoor Singh
" Sleep, pl?",Ishnoor Singh
 Pulak... I swear I'll do whatever I can as well... and I'll make sure you do better than your best,Ishnoor Singh
 But,Ishnoor Singh
 You have to sleep,Ishnoor Singh
 Just for a bit,Ishnoor Singh
 4 hours,Ishnoor Singh
 Come on mate,Ishnoor Singh
 Ik you're feeling very bad rn...,Ishnoor Singh
 Ik that... but sleeping will help bro,Ishnoor Singh
 Listen to me bro,Ishnoor Singh
 Come on...,Ishnoor Singh
 Sleep for a bit pl,Ishnoor Singh
 For my sake,Ishnoor Singh
 Please?,Ishnoor Singh
 Hey,Ishnoor Singh
 Come on kiddo,Ishnoor Singh
 Let's do this,Ishnoor Singh
 Artery chill,Pulak
 Arrey,Pulak
 Sleep for a bit,Ishnoor Singh
 3-4 hrs,Ishnoor Singh
 Not my first all nighter buddy,Pulak
 Ik,Ishnoor Singh
 Sleep is easy to forego,Pulak
 But first one ik of,Ishnoor Singh
 Sooo,Ishnoor Singh
 Sleep,Ishnoor Singh
 Iâ€™ll be fine,Pulak
 Let's make this a team game,Ishnoor Singh
 I'll take the next shift,Ishnoor Singh
 Bro sleep is the least of my concerns,Pulak
 Take a 3 hr nap,Ishnoor Singh
 Iâ€™ve stayed up for 3 days straight,Pulak
 Ik...,Ishnoor Singh
 No worries,Pulak
 I can handle it,Pulak
 Bruh...,Ishnoor Singh
 That's not what anyone wants to happen,Ishnoor Singh
 Bruh,Ishnoor Singh
 Fine... don't listen to me,Ishnoor Singh
 Just take care of yourself to bro,Ishnoor Singh
 It's important,Ishnoor Singh
 And she needs that too,Ishnoor Singh
 Yeah Iâ€™m fine bro,Pulak
 I can wake up late,Pulak
 Slept!,Ishnoor Singh
 Hu,Ishnoor Singh
 *hi,Ishnoor Singh
 How's every,Ishnoor Singh
 Yeah I did,Pulak
 You didnâ€™t apparently,Pulak
 Are you unblocked,Pulak
 No,Ishnoor Singh
 Huh okay I think you should be unblocked by afternoon,Pulak
 I think sheâ€™s sleeping,Pulak
 She talked?,Ishnoor Singh
 Yeah we talked,Pulak
 Idc,Ishnoor Singh
 And?,Ishnoor Singh
 Things seem better,Pulak
 We cleared stuff up,Pulak
 Better meaning?,Ishnoor Singh
 But Iâ€™m gonna talk to her more,Pulak
 Once she wakes up,Pulak
 Ok...,Ishnoor Singh
 We cleared up everything,Pulak
 I think,Pulak
 She still seemed a little upset but definitely not as upset as she was earlier,Pulak
 Ok bro,Ishnoor Singh
 Great!,Ishnoor Singh
 Dw everything will be fine,Pulak
 Do your homework bro,Ishnoor Singh
 You can take care ofit all in the night,Ishnoor Singh
 Haan I will,Pulak
 Have you spoken to her,Pulak
 How was your test?,Ishnoor Singh
 She said hi,Ishnoor Singh
 I asked how she was,Ishnoor Singh
 No response,Ishnoor Singh
 You guys? How're you?,Ishnoor Singh
 It was good,Pulak
 And?,Ishnoor Singh
 Idk sheâ€™s barely been talking,Pulak
 One word responses mostly,Pulak
 Yeah... she never responded,Ishnoor Singh
 How're you tho?,Ishnoor Singh
 I donâ€™t know,Pulak
 I tried asking,Pulak
 Gonna talk to her once I finish my hw,Pulak
 Iâ€™m fine,Pulak
 About me? Dont,Ishnoor Singh
 Slightly worried,Pulak
 But fine,Pulak
 As in whatâ€™s up,Pulak
 Dont,Ishnoor Singh
 Then?,Pulak
 I meant,Ishnoor Singh
 Don't about me,Ishnoor Singh
 Talk to him,Ishnoor Singh
 *her,Ishnoor Singh
 Make it fine bruh,Ishnoor Singh
 Anyways...do well,Ishnoor Singh
 Tekk me if I can helphere for whatever that needs to be done,Ishnoor Singh
 Yeah I will,Pulak
 Hmmm...,Ishnoor Singh
 yo,Pulak
 Wassup,Pulak
 Yeah?,Ishnoor Singh
 Did you guys talk,Pulak
 Well... not really?,Ishnoor Singh
 Yeah,Pulak
 One word responses?,Pulak
 Well... she said,Ishnoor Singh
 ... I can't even,Ishnoor Singh
 Is that exactly what she said?,Pulak
 No no,Ishnoor Singh
 Noooo,Ishnoor Singh
 No to what did she say?,Pulak
 Bata de,Pulak
 Arey...,Ishnoor Singh
 I asked her,Ishnoor Singh
 What're you thinking,Ishnoor Singh
 She said nothing,Ishnoor Singh
 Thats all...,Ishnoor Singh
 Welll,Ishnoor Singh
 Sigh,Pulak
 Okay wait lemme try something,Pulak
 Dont...,Ishnoor Singh
 Not for me,Ishnoor Singh
 In general,Pulak
 Because Iâ€™ve been getting the same response,Pulak
 Cool bro,Ishnoor Singh
 Be careful,Ishnoor Singh
 Hey,Ishnoor Singh
 Everything better?,Ishnoor Singh
 Bro?,Ishnoor Singh
" Pulak, bruh, everything cool?",Ishnoor Singh
 Yeah bud,Pulak
 I mean Iâ€™m talking to her TN,Pulak
 Rn*,Pulak
 Kkk,Ishnoor Singh
 Enjoy,Ishnoor Singh
 Howâ€™re you?,Pulak
 Im fine,Ishnoor Singh
 Nice nice,Pulak
 Also when are your finals,Pulak
 You're good?,Ishnoor Singh
 Yeah kinda,Pulak
 Hm??v,Ishnoor Singh
 Iâ€™ll be totally fine once this is resolved,Pulak
 How far along are you?,Ishnoor Singh
 So yeah Iâ€™ll be fine,Pulak
 Kkk,Ishnoor Singh
 Uhhhhhhh Idt thatâ€™s a question guys get asked,Pulak
 Bruh....,Ishnoor Singh
 Sorry sorry was kidding,Pulak
 ... k,Ishnoor Singh
 Enjoy,Ishnoor Singh
 This,Pulak
 Meh... eventually,Ishnoor Singh
 Why?,Ishnoor Singh
 Just asking,Pulak
 Kkk,Ishnoor Singh
 You enjoy bruh,Ishnoor Singh
 Uhh okay,Pulak
 Yeet,Ishnoor Singh
 Temme when it's done,Ishnoor Singh
 Yeeeeeeeeeeet,Pulak
 It do be like that,Pulak
 Cause then I have some questions for you,Ishnoor Singh
 Bith no,Ishnoor Singh
 Ask away,Pulak
 Eventually,Ishnoor Singh
 Sheâ€™s not online,Pulak
 Bith ask,Pulak
 Dont,Ishnoor Singh
 Not yet,Ishnoor Singh
 Why,Pulak
 In due time,Ishnoor Singh
 You'll be interrogated,Ishnoor Singh
 In due time,Ishnoor Singh
 Just messing,Ishnoor Singh
 Cool,Pulak
 Cool,Pulak
 Hey,Ishnoor Singh
 Wassup?,Ishnoor Singh
 How are you doing?,Ishnoor Singh
 Other than this stuff as well?,Ishnoor Singh
 Fine,Pulak
 Good,Pulak
 You?,Pulak
 Decideee,Ishnoor Singh
 A little bu of both,Pulak
 But,Pulak
 relax,Ishnoor Singh
 it'll be fine now,Ishnoor Singh
 Hahahaha yep,Pulak
 It will be,Pulak
 Good,Ishnoor Singh
 Take care koddo,Ishnoor Singh
 Be fine,Ishnoor Singh
 Letâ€™s see,Pulak
 Ik you said some terrible stuff... what happened there?,Ishnoor Singh
 Long story man,Pulak
 I donâ€™t want to get into it,Pulak
 Sorry bro,Pulak
 Maybe another day,Pulak
 yeah yeah.. sorrz,Ishnoor Singh
 dw,Ishnoor Singh
 wont ask,Ishnoor Singh
 Sorry man,Pulak
 Feel free to ask her tho,Pulak
 If you wanna know,Pulak
 Arey no no,Ishnoor Singh
 Dw,Ishnoor Singh
 Sorry,Pulak
 Anyway,Pulak
 Relax,Ishnoor Singh
 Take carew of the other one,Ishnoor Singh
 Yeah yeah,Pulak
 Bro,Ishnoor Singh
 Relax willl ya?,Ishnoor Singh
 Haan haan chill,Pulak
 Great,Ishnoor Singh
 Sup,Pulak
 You tell,Ishnoor Singh
 Any better?,Ishnoor Singh
 Yeah yeah things are fine,Pulak
 You tel,Pulak
 Fine? Meaning?,Ishnoor Singh
 Meaning great broðŸ˜‚,Pulak
 Pakka?,Ishnoor Singh
 I think youâ€™re  more stressed about this than finals,Pulak
 Bwahaha,Pulak
 No,Ishnoor Singh
 Haan haan at least they do seem to be,Pulak
 From both ends,Pulak
 There's  a lot of things rn... so pl don't test me,Ishnoor Singh
 So yes pakka,Pulak
 Such as?,Pulak
 Whatâ€™s up,Pulak
 Ok,Ishnoor Singh
 Let's not,Ishnoor Singh
 You can tell me,Pulak
 I wonâ€™t push it,Pulak
 I don't wanna discuss any of it,Ishnoor Singh
 But are you fine?,Pulak
 Everything okay? Overall things,Pulak
 Yeah yeah,Ishnoor Singh
 I live,Ishnoor Singh
 Okay itâ€™s alright I wonâ€™t ask,Pulak
 Good,Ishnoor Singh
 But youâ€™re doing okay?,Pulak
 Umm lol forget it bruh... not in a great mood rn,Ishnoor Singh
 All things considered,Pulak
 Yeah yeah mate,Ishnoor Singh
 Everything is fine,Ishnoor Singh
 Not the meme worthy uploftment mood I suppose?,Pulak
 Bruh...,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 I'm using the most powerful source of enjoyment,Ishnoor Singh
 Already,Ishnoor Singh
 Iâ€™m assuming youâ€™re better now bro?,Pulak
 fack off,Ishnoor Singh
 you suck,Ishnoor Singh
 Thanks I know,Pulak
 But how are you feeling,Pulak
 I wanna kill you,Ishnoor Singh
 lol,Ishnoor Singh
 Uhh go ahead,Pulak
 Plenty of time,Pulak
 how are things between you and the misses?,Ishnoor Singh
 Pretty good,Pulak
 You saw us on the group lmao,Pulak
 How are things gornyou,Pulak
 For you,Pulak
 I much rather see pda,Ishnoor Singh
 Lmao,Pulak
 that was disgusting,Ishnoor Singh
 Ignore it I guess?,Pulak
 that one booob thing,Ishnoor Singh
 I don't like it,Ishnoor Singh
 it's freaky,Ishnoor Singh
 Hey that was her friends idea,Pulak
 Not mine,Pulak
 idc,Ishnoor Singh
 all animals have symmetry for a reason,Ishnoor Singh
 odd  numbers bad,Ishnoor Singh
 True that,Pulak
 One is weird,Pulak
 Kkk,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 That is not true,Pulak
 But this is,Pulak
 ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Pulak
 I died,Pulak
 Bruh,Ishnoor Singh
 Do you know what it is talking about?,Ishnoor Singh
" """"This"""" ?",Ishnoor Singh
 No itâ€™s that you dumbass,Pulak
 ... no,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Fruit ninja in rea life,Pulak
 Wtf is that an actual katana,Pulak
 The girl that owns this has a snake and gave a guy a Kahana as secret santa,Ishnoor Singh
 Damn,Pulak
 But an actual katana,Pulak
 All done with exams,Ishnoor Singh
 Youâ€™re all done?,Pulak
 Yeah bro... did you not see. It just cut,Ishnoor Singh
 Dam,Pulak
 No,Ishnoor Singh
 Asking about you,Ishnoor Singh
 Idiot,Ishnoor Singh
 No no,Pulak
 Mine start tomorrow,Ishnoor Singh
 Just had first one yesterday,Pulak
 Ohhh,Ishnoor Singh
 How went it?,Ishnoor Singh
 Yeah,Pulak
 Iâ€™m surprised the ra hasnâ€™t said anything ðŸ˜‚,Pulak
 Ohhh which one,Pulak
 Atb!,Pulak
 Pretty good,Pulak
 The tough ones are next week,Pulak
 Ohhh,Ishnoor Singh
 Noice,Ishnoor Singh
 They're either tame or don't know lol,Ishnoor Singh
 Cs,Ishnoor Singh
 Lol,Pulak
 Makes SNES e,Pulak
 Sense*,Pulak
 Itâ€™ll be fun if they get involved too,Pulak
 Noice,Pulak
 Atb,Pulak
 One does,Ishnoor Singh
 One just smiled,Ishnoor Singh
 *s,Ishnoor Singh
 Bwahahahah,Pulak
 Cool RAs,Pulak
 Mine reported us for violating quiet hours,Pulak
 lol,Ishnoor Singh
 we have 22 hrs of quite rn,Ishnoor Singh
 theres no quite,Ishnoor Singh
 trust me,Ishnoor Singh
 Lol,Pulak
 We have 24 rn,Pulak
 But I got reported in the middle of the semester lol,Pulak
 My ra is kinda cranky about noise lol,Pulak
 Hmmm,Ishnoor Singh
 Well welll,Ishnoor Singh
 Nerds,Ishnoor Singh
 He is,Pulak
 Weâ€™re not,Pulak
 Sure,Ishnoor Singh
 ðŸ˜‚ðŸ˜‚ðŸ˜‚,Ishnoor Singh
 What ven,Pulak
 Bish pls,Pulak
 Ja ja,Ishnoor Singh
 Bith... don't even,Ishnoor Singh
 I did,Pulak
 K bruh...,Ishnoor Singh
 You messing with a person you shouldn't mess with,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Lol,Pulak
 Says you,Pulak
 ðŸ˜‚ðŸ˜‚ðŸ˜‚,Pulak
 Proud,Pulak
 Yup,Ishnoor Singh
 <Media omitted>,Pulak
 Umm k,Ishnoor Singh
 Suuupp,Ishnoor Singh
 I'm all done with stuff,Ishnoor Singh
 Nice nice,Pulak
 How was it,Pulak
 First quarter all done,Pulak
 Are you staying on campus till your flight or going to your uncles?,Pulak
 I have two tomorrow,Pulak
 Then done,Pulak
 Campus all the way,Ishnoor Singh
 Noice,Ishnoor Singh
 Call when you're done dumbshit,Ishnoor Singh
 Yo what happened,Pulak
 Is everything okay?,Pulak
 Idts,Ishnoor Singh
 What happened bro,Pulak
 Your ducking exams tomorrow,Ishnoor Singh
 Sleep bitch,Ishnoor Singh
 Nah,Pulak
 Anusha told me we aren't really friends,Ishnoor Singh
 And that she was never really a priority of mine,Ishnoor Singh
 Wtf why,Pulak
 I see how than sounds petty,Ishnoor Singh
 Okay what happened after,Pulak
 Outta nowhere... I was just asking her if she would creep nats out through jokes,Ishnoor Singh
 And after that if she was mad at me,Ishnoor Singh
 Have you guys been talking normally,Pulak
 She's under pressure and I'm not saying anysha,Ishnoor Singh
 Apart from this,Pulak
 *anything,Ishnoor Singh
 Not really... I welcomed her to share something.. I think she was gonna,Ishnoor Singh
 Never did,Ishnoor Singh
 If you don't sleep pulak,Ishnoor Singh
 I'll block you,Ishnoor Singh
 I swear,Ishnoor Singh
 I'm giving you 15 mins,Ishnoor Singh
 Okay thatâ€™s odd,Pulak
 Iâ€™ll try talking to her,Pulak
 Yeah yeah,Ishnoor Singh
 You go kid,Ishnoor Singh
 Dw,Ishnoor Singh
 This is true but i donâ€™t see how,Pulak
 I won't lose my temper,Ishnoor Singh
 I mean I do a little,Pulak
" No, wmotional pressure",Ishnoor Singh
 *e,Ishnoor Singh
 I don't see why but sure,Ishnoor Singh
 I mean it,Ishnoor Singh
 I will chill,Pulak
 Yeah I see somewhat why,Pulak
 And sleep,Ishnoor Singh
 Not all of it,Pulak
 But a little,Pulak
 Yeah yeah,Ishnoor Singh
 Great stuff,Ishnoor Singh
 Iâ€™m trying to understand but sheâ€™s not telling me either,Pulak
 I will lol,Pulak
 Dw,Pulak
 Apparently room mate drama going on all throughout quarter,Ishnoor Singh
 Yeah that,Pulak
 I will... I hate your ass and it's 3 am,Ishnoor Singh
 And it's a repeat of before going to college all over again,Ishnoor Singh
 Yes,Pulak
 The same... the exact same,Ishnoor Singh
 Yes,Pulak
 It is,Pulak
 And I will slap some sense into her,Ishnoor Singh
 If she meets me,Ishnoor Singh
 She will,Pulak
 <Media omitted>,Ishnoor Singh
 Said the exact same to me,Pulak
 Are we sure?... cause she might be more alive outta range of me,Ishnoor Singh
 Aaj?,Ishnoor Singh
 She's mad at you too?,Ishnoor Singh
 Or being weird?,Ishnoor Singh
 No no,Pulak
 Yeah same time,Pulak
 I dunno at this point,Pulak
 More of this I think,Pulak
 Bro...,Ishnoor Singh
 This is another crisis,Ishnoor Singh
 I'll take tonight and tomorrow day,Ishnoor Singh
 You take after that,Ishnoor Singh
" â€œWeâ€™re close because weâ€™re dating, itâ€™s obligationâ€",Pulak
 Along the lines of that,Pulak
 Woah...,Ishnoor Singh
 I'm sorry my man... ik she doesn't mean it,Ishnoor Singh
 She really does love you,Ishnoor Singh
 Ik that,Ishnoor Singh
 Pakka,Ishnoor Singh
 Haan dude chill,Pulak
 I know,Pulak
 We talk about a few days ago for sure,Ishnoor Singh
 I know Iâ€™m more worried about her than all of this,Pulak
 Good,Ishnoor Singh
 Yeah... she must being through he'll in her head,Ishnoor Singh
 *hell,Ishnoor Singh
 This needs both of us simultaneously,Pulak
 Not for 15 hrs or so it doesn,Ishnoor Singh
 *t,Ishnoor Singh
 Exactly and I do not want her to be feeling all of that,Pulak
 Yeah I'll what I can,Ishnoor Singh
 It does always,Pulak
 Honestly Iâ€™m pretty sure Iâ€™m screwing this anyway,Pulak
 For now it doesn,Ishnoor Singh
 It doesnâ€™t even matter,Pulak
 You're the most likely to make it better,Ishnoor Singh
 It does matter,Ishnoor Singh
 And Iâ€™m pretty well prepared for the other,Pulak
 So all good,Pulak
 I sleep later,Pulak
 You still need the sleep idiot,Ishnoor Singh
 Yeah keep talking to her,Pulak
 I will...,Ishnoor Singh
 Your time is up,Ishnoor Singh
 Sleep now,Ishnoor Singh
 Pl,Ishnoor Singh
 I beg of you,Ishnoor Singh
 No lol,Pulak
 You are! I swear,Ishnoor Singh
 Iâ€™ve never managed to make it better itâ€™s generally you,Pulak
 Two years ago never,Ishnoor Singh
 Chill man,Pulak
 *yeah,Ishnoor Singh
 I am srs... pl sleep,Ishnoor Singh
 I will in a bit,Pulak
 Itâ€™s not even in the morning,Pulak
 Define a bit,Ishnoor Singh
 I can sleep till late,Pulak
 Do it,Ishnoor Singh
 2 hours tops,Pulak
 20 mins,Ishnoor Singh
 Tops,Ishnoor Singh
 Fine,Pulak
 Till 4,Pulak
 Works... do I have your word?,Ishnoor Singh
 Yeah,Pulak
 Yeet,Ishnoor Singh
 She looks offline,Ishnoor Singh
 <Media omitted>,Ishnoor Singh
 Probably meant got,Ishnoor Singh
 Yeah she probably did,Pulak
 Sheâ€™ll either be back in 10,Pulak
 Or in 20,Pulak
 Or tomorrow afternoon,Pulak
 Bruh,Ishnoor Singh
 You fine?,Ishnoor Singh
 Haan Iâ€™m fine,Pulak
 What are you thinking mate?,Ishnoor Singh
 Concerned,Pulak
 Is all,Pulak
 I mean obviousy you are too,Pulak
 Let's not be too sure about that yetðŸ˜‚,Ishnoor Singh
 Trying to figure out what was the trigger,Pulak
 And how we can fix this,Pulak
 Because this was completely out of the blue,Pulak
 Ummm bro,Ishnoor Singh
 Like 5 mins before that we were laughing and chatting,Pulak
 And completely out of the blue,Pulak
 When she's fine we need to talk to her srsly about this,Ishnoor Singh
 Same... I mean could've been me... I can't pin point,Ishnoor Singh
 Someone needs to be an asshole to her for a bit,Ishnoor Singh
 Yeah at this point we canâ€™t put it aside as one off incidents,Pulak
 Yeah ... we decided we'd talk last time as well,Ishnoor Singh
 Never did,Ishnoor Singh
 I'll talk to her,Ishnoor Singh
 I know... I donâ€™t have the heart to,Pulak
 I canâ€™t man....,Pulak
 I know I should,Pulak
 Ik...,Ishnoor Singh
 Relax you probably shouldnt,Ishnoor Singh
 She'll hate whoever says it,Ishnoor Singh
 It'll have to be me,Ishnoor Singh
 Only I'm charming enough to come back from that,Ishnoor Singh
 No it doesnâ€™t have to be in an assholey way,Pulak
 Just a talk about it,Pulak
 So be it,Pulak
 Better for her to hate me than everybody,Pulak
 Hey... I'm taking it on... and I really really really really wanna be an asshole rn,Ishnoor Singh
 I'm bottling it up,Ishnoor Singh
 I'm calling it,Ishnoor Singh
 It's mine,Ishnoor Singh
 My previledge,Ishnoor Singh
 Donâ€™t,Pulak
 Take it out here,Pulak
 Relax I'm not really,Ishnoor Singh
 Iâ€™ll start using your tricks,Pulak
 Just trynna cheer ya up,Ishnoor Singh
 Numbers and stuff,Pulak
 Hey... well...,Ishnoor Singh
 It's been a while since I have had to,Ishnoor Singh
 Bish pls,Pulak
 Itsa my right,Ishnoor Singh
 You donâ€™t call it,Pulak
 Weâ€™re in this together,Pulak
 Or are you saying bf greater than bro?,Ishnoor Singh
 Then I'm srsly gonna fuck you up,Ishnoor Singh
